date,playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
2018-02-04 16:01:21,,RED Canids,team,3,9,8,41423,,1.22
2018-02-04 16:01:21,,KaBuM! e-Sports,team,9,3,21,55007,,10.0
2018-02-04 16:57:02,SkyBart,ProGaming Esports,top,3,0,15,24415,500.0,inf
2018-02-04 16:57:02,Minerva,ProGaming Esports,jng,4,4,13,14476,205.0,4.25
2018-02-04 16:57:02,Goku,ProGaming Esports,mid,6,3,11,17435,358.0,5.67
2018-02-04 16:57:02,Luskka,ProGaming Esports,bot,8,2,11,19876,418.0,9.5
2018-02-04 16:57:02,Professor,ProGaming Esports,sup,0,3,18,10804,48.0,6.0
2018-02-04 16:57:02,Ayel,INTZ,top,5,2,4,18305,411.0,4.5
2018-02-04 16:57:02,Shini,INTZ,jng,0,8,10,11519,168.0,1.25
2018-02-04 16:57:02,Envy,INTZ,mid,5,2,5,17639,410.0,5.0
2018-02-04 16:57:02,Absolut,INTZ,bot,1,5,8,17283,421.0,1.8
2018-02-04 16:57:02,Zirigui,INTZ,sup,1,4,9,10120,77.0,2.5
2018-02-04 16:57:02,,ProGaming Esports,team,21,12,68,87006,,7.42
2018-02-04 16:57:02,,INTZ,team,12,21,36,74866,,2.29
2018-02-04 18:22:04,Ayel,INTZ,top,0,2,1,10990,278.0,0.5
2018-02-04 18:22:04,Shini,INTZ,jng,0,1,3,9444,174.0,3.0
2018-02-04 18:22:04,Envy,INTZ,mid,1,2,2,10344,237.0,1.5
2018-02-04 18:22:04,Absolut,INTZ,bot,2,2,1,12846,322.0,1.5
2018-02-04 18:22:04,Zirigui,INTZ,sup,0,6,2,6548,44.0,0.33
2018-02-04 18:22:04,SkyBart,ProGaming Esports,top,6,0,5,13145,268.0,inf
2018-02-04 18:22:04,Minerva,ProGaming Esports,jng,1,1,11,10578,158.0,12.0
2018-02-04 18:22:04,Goku,ProGaming Esports,mid,2,1,8,12096,268.0,10.0
2018-02-04 18:22:04,Luskka,ProGaming Esports,bot,3,0,10,12686,265.0,inf
2018-02-04 18:22:04,Professor,ProGaming Esports,sup,1,1,10,7895,39.0,11.0
2018-02-04 18:22:04,,INTZ,team,3,13,9,50172,,0.92
2018-02-04 18:22:04,,ProGaming Esports,team,13,3,44,56400,,19.0
2018-02-17 15:03:00,Yang,Vivo Keyd,top,4,0,3,17221,344.0,inf
2018-02-17 15:03:00,Revolta,Vivo Keyd,jng,1,3,7,10173,176.0,2.67
2018-02-17 15:03:00,tockers,Vivo Keyd,mid,0,4,2,12209,331.0,0.5
2018-02-17 15:03:00,micaO,Vivo Keyd,bot,2,5,3,12035,291.0,1.0
2018-02-17 15:03:00,Jockster,Vivo Keyd,sup,1,5,4,7979,70.0,1.0
2018-02-17 15:03:00,takeshi,paiN Gaming,top,8,0,6,16553,327.0,inf
2018-02-17 15:03:00,Tay,paiN Gaming,jng,4,2,5,12451,187.0,4.5
2018-02-17 15:03:00,tinowns,paiN Gaming,mid,4,0,13,15765,349.0,inf
2018-02-17 15:03:00,Matsukaze,paiN Gaming,bot,1,2,10,14373,304.0,5.5
2018-02-17 15:03:00,Loop,paiN Gaming,sup,0,4,16,10237,19.0,4.0
2018-02-17 15:03:00,,Vivo Keyd,team,8,17,19,59617,,1.59
2018-02-17 15:03:00,,paiN Gaming,team,17,8,50,69379,,8.38
2018-02-17 16:13:53,takeshi,paiN Gaming,top,1,3,4,14754,300.0,1.67
2018-02-17 16:13:53,Tay,paiN Gaming,jng,1,3,4,9654,163.0,1.67
2018-02-17 16:13:53,tinowns,paiN Gaming,mid,2,2,3,12128,290.0,2.5
2018-02-17 16:13:53,Matsukaze,paiN Gaming,bot,2,2,4,14005,356.0,3.0
2018-02-17 16:13:53,Loop,paiN Gaming,sup,0,3,3,8368,81.0,1.0
2018-02-17 16:13:53,Yang,Vivo Keyd,top,1,0,4,15502,356.0,inf
2018-02-17 16:13:53,Revolta,Vivo Keyd,jng,2,0,8,12144,176.0,inf
2018-02-17 16:13:53,tockers,Vivo Keyd,mid,4,1,7,15289,331.0,11.0
2018-02-17 16:13:53,micaO,Vivo Keyd,bot,6,1,5,16167,319.0,11.0
2018-02-17 16:13:53,Jockster,Vivo Keyd,sup,0,4,8,9100,49.0,2.0
2018-02-17 16:13:53,,paiN Gaming,team,6,13,18,58909,,1.85
2018-02-17 16:13:53,,Vivo Keyd,team,13,6,32,68202,,7.5
2018-02-17 17:14:25,Yang,Vivo Keyd,top,4,2,10,20448,380.0,7.0
2018-02-17 17:14:25,Revolta,Vivo Keyd,jng,1,3,14,12909,182.0,5.0
2018-02-17 17:14:25,tockers,Vivo Keyd,mid,4,3,4,17229,386.0,2.67
2018-02-17 17:14:25,micaO,Vivo Keyd,bot,7,1,9,18715,358.0,16.0
2018-02-17 17:14:25,Jockster,Vivo Keyd,sup,1,2,16,11262,77.0,8.5
2018-02-17 17:14:25,takeshi,paiN Gaming,top,2,4,4,16784,402.0,1.5
2018-02-17 17:14:25,Tay,paiN Gaming,jng,2,3,5,11998,193.0,2.33
2018-02-17 17:14:25,tinowns,paiN Gaming,mid,2,3,3,14902,368.0,1.67
2018-02-17 17:14:25,Matsukaze,paiN Gaming,bot,4,3,2,16497,408.0,2.0
2018-02-17 17:14:25,Loop,paiN Gaming,sup,1,4,5,9046,67.0,1.5
2018-02-17 17:14:25,,Vivo Keyd,team,17,11,53,80563,,6.36
2018-02-17 17:14:25,,paiN Gaming,team,11,17,19,69227,,1.76
2018-02-17 18:27:26,Zantins,KaBuM! e-Sports,top,0,2,7,13500,324.0,3.5
2018-02-17 18:27:26,Ranger,KaBuM! e-Sports,jng,1,2,12,10857,161.0,6.5
2018-02-17 18:27:26,dyNquedo,KaBuM! e-Sports,mid,4,0,9,14240,292.0,inf
2018-02-17 18:27:26,TitaN,KaBuM! e-Sports,bot,10,0,4,17017,335.0,inf
2018-02-17 18:27:26,Riyev,KaBuM! e-Sports,sup,0,1,14,8831,49.0,14.0
2018-02-17 18:27:26,SkyBart,ProGaming Esports,top,1,3,2,10559,265.0,1.0
2018-02-17 18:27:26,Minerva,ProGaming Esports,jng,1,3,4,8286,125.0,1.67
2018-02-17 18:27:26,Goku,ProGaming Esports,mid,0,4,4,9946,254.0,1.0
2018-02-17 18:27:26,Luskka,ProGaming Esports,bot,2,2,3,12494,316.0,2.5
2018-02-17 18:27:26,Professor,ProGaming Esports,sup,1,3,4,6389,44.0,1.67
2018-02-17 18:27:26,,KaBuM! e-Sports,team,15,5,46,64445,,12.2
2018-02-17 18:27:26,,ProGaming Esports,team,5,15,17,47674,,1.47
2018-02-17 19:28:48,SkyBart,ProGaming Esports,top,2,1,2,18338,463.0,4.0
2018-02-17 19:28:48,Minerva,ProGaming Esports,jng,0,0,8,11186,172.0,inf
2018-02-17 19:28:48,Goku,ProGaming Esports,mid,4,0,6,16444,354.0,inf
2018-02-17 19:28:48,Luskka,ProGaming Esports,bot,6,0,3,17374,396.0,inf
2018-02-17 19:28:48,Professor,ProGaming Esports,sup,0,3,9,8998,49.0,3.0
2018-02-17 19:28:48,Zantins,KaBuM! e-Sports,top,2,1,1,18858,414.0,3.0
2018-02-17 19:28:48,Ranger,KaBuM! e-Sports,jng,0,4,1,9849,156.0,0.25
2018-02-17 19:28:48,dyNquedo,KaBuM! e-Sports,mid,0,2,1,13451,353.0,0.5
2018-02-17 19:28:48,TitaN,KaBuM! e-Sports,bot,2,3,0,14837,388.0,0.67
2018-02-17 19:28:48,Riyev,KaBuM! e-Sports,sup,0,2,2,7849,54.0,1.0
2018-02-17 19:28:48,,ProGaming Esports,team,12,4,28,72340,,10.0
2018-02-17 19:28:48,,KaBuM! e-Sports,team,4,12,5,64844,,0.75
2018-02-17 20:32:16,Zantins,KaBuM! e-Sports,top,4,3,13,15344,308.0,5.67
2018-02-17 20:32:16,Ranger,KaBuM! e-Sports,jng,1,5,7,10864,154.0,1.6
2018-02-17 20:32:16,dyNquedo,KaBuM! e-Sports,mid,6,1,10,14773,260.0,16.0
2018-02-17 20:32:16,TitaN,KaBuM! e-Sports,bot,8,2,5,16911,346.0,6.5
2018-02-17 20:32:16,Riyev,KaBuM! e-Sports,sup,1,4,12,9372,14.0,3.25
2018-02-17 20:32:16,SkyBart,ProGaming Esports,top,1,2,9,10132,210.0,5.0
2018-02-17 20:32:16,Minerva,ProGaming Esports,jng,2,6,11,9595,127.0,2.17
2018-02-17 20:32:16,Goku,ProGaming Esports,mid,7,2,5,14540,323.0,6.0
2018-02-17 20:32:16,Luskka,ProGaming Esports,bot,3,4,4,13579,315.0,1.75
2018-02-17 20:32:16,Professor,ProGaming Esports,sup,2,6,9,8138,33.0,1.83
2018-02-17 20:32:16,,KaBuM! e-Sports,team,20,15,47,67264,,4.47
2018-02-17 20:32:16,,ProGaming Esports,team,15,20,38,55984,,2.65
2018-02-18 15:59:45,Edger,Team oNe eSports,top,2,1,0,11746,306.0,2.0
2018-02-18 15:59:45,4LaN,Team oNe eSports,jng,0,2,1,8619,150.0,0.5
2018-02-18 15:59:45,Brucer,Team oNe eSports,mid,0,2,1,11414,326.0,0.5
2018-02-18 15:59:45,Vitin,Team oNe eSports,bot,0,2,1,11035,299.0,0.5
2018-02-18 15:59:45,RedBert,Team oNe eSports,sup,0,1,2,7204,74.0,2.0
2018-02-18 15:59:45,Lep,RED Canids,top,1,1,4,14406,303.0,5.0
2018-02-18 15:59:45,Winged,RED Canids,jng,0,0,6,10766,172.0,inf
2018-02-18 15:59:45,Sky,RED Canids,mid,5,0,1,14737,341.0,inf
2018-02-18 15:59:45,Sacy,RED Canids,bot,1,0,4,14608,331.0,inf
2018-02-18 15:59:45,Cabu,RED Canids,sup,1,1,2,7956,61.0,3.0
2018-02-18 15:59:45,,Team oNe eSports,team,2,8,5,50018,,0.88
2018-02-18 15:59:45,,RED Canids,team,8,2,17,62473,,12.5
2018-02-18 16:59:25,Lep,RED Canids,top,8,0,10,24074,463.0,inf
2018-02-18 16:59:25,Winged,RED Canids,jng,2,3,15,14444,234.0,5.67
2018-02-18 16:59:25,Sky,RED Canids,mid,10,4,9,18893,367.0,4.75
2018-02-18 16:59:25,Sacy,RED Canids,bot,4,2,14,17979,354.0,9.0
2018-02-18 16:59:25,Cabu,RED Canids,sup,1,4,12,10834,71.0,3.25
2018-02-18 16:59:25,Edger,Team oNe eSports,top,2,7,2,16931,418.0,0.57
2018-02-18 16:59:25,4LaN,Team oNe eSports,jng,2,3,10,12045,157.0,4.0
2018-02-18 16:59:25,Marfz,Team oNe eSports,mid,4,4,7,16425,377.0,2.75
2018-02-18 16:59:25,Vitin,Team oNe eSports,bot,4,6,8,16644,362.0,2.0
2018-02-18 16:59:25,RedBert,Team oNe eSports,sup,1,5,10,10276,69.0,2.2
2018-02-18 16:59:25,,RED Canids,team,25,13,60,86224,,6.54
2018-02-18 16:59:25,,Team oNe eSports,team,13,25,37,72321,,2.0
2018-02-18 18:05:30,Ayel,INTZ,top,5,0,7,13095,266.0,inf
2018-02-18 18:05:30,Shini,INTZ,jng,3,1,8,10900,163.0,11.0
2018-02-18 18:05:30,Envy,INTZ,mid,3,2,11,12164,229.0,7.0
2018-02-18 18:05:30,Absolut,INTZ,bot,2,0,7,13782,312.0,inf
2018-02-18 18:05:30,Zirigui,INTZ,sup,2,2,7,7750,47.0,4.5
2018-02-18 18:05:30,Yampi,CNB e-Sports Club,top,1,3,2,9508,238.0,1.0
2018-02-18 18:05:30,Turtle,CNB e-Sports Club,jng,2,4,1,8379,149.0,0.75
2018-02-18 18:05:30,Robo,CNB e-Sports Club,mid,1,2,3,10986,285.0,2.0
2018-02-18 18:05:30,pbO,CNB e-Sports Club,bot,0,4,1,10258,269.0,0.25
2018-02-18 18:05:30,Baiano,CNB e-Sports Club,sup,1,2,2,6316,54.0,1.5
2018-02-18 18:05:30,,INTZ,team,15,5,40,57691,,11.0
2018-02-18 18:05:30,,CNB e-Sports Club,team,5,15,9,45447,,0.93
2018-02-18 19:09:11,Yampi,CNB e-Sports Club,top,2,1,5,21204,468.0,7.0
2018-02-18 19:09:11,Turtle,CNB e-Sports Club,jng,1,4,6,11083,174.0,1.75
2018-02-18 19:09:11,Robo,CNB e-Sports Club,mid,3,7,4,16617,406.0,1.0
2018-02-18 19:09:11,pbO,CNB e-Sports Club,bot,2,4,4,15430,380.0,1.5
2018-02-18 19:09:11,Baiano,CNB e-Sports Club,sup,1,4,4,9096,62.0,1.25
2018-02-18 19:09:11,Ayel,INTZ,top,2,1,5,17721,411.0,7.0
2018-02-18 19:09:11,Shini,INTZ,jng,2,4,11,14504,216.0,3.25
2018-02-18 19:09:11,Envy,INTZ,mid,10,3,6,19122,348.0,5.33
2018-02-18 19:09:11,Absolut,INTZ,bot,6,0,7,20651,425.0,inf
2018-02-18 19:09:11,Zirigui,INTZ,sup,0,1,13,11224,80.0,13.0
2018-02-18 19:09:11,,CNB e-Sports Club,team,9,20,23,73430,,1.6
2018-02-18 19:09:11,,INTZ,team,20,9,42,83222,,6.89
2018-02-24 16:02:08,Zantins,KaBuM! e-Sports,top,5,2,2,14409,301.0,3.5
2018-02-24 16:02:08,Ranger,KaBuM! e-Sports,jng,0,0,6,9828,158.0,inf
2018-02-24 16:02:08,dyNquedo,KaBuM! e-Sports,mid,1,0,3,12537,324.0,inf
2018-02-24 16:02:08,TitaN,KaBuM! e-Sports,bot,4,0,2,13901,326.0,inf
2018-02-24 16:02:08,Riyev,KaBuM! e-Sports,sup,1,0,7,8157,53.0,inf
2018-02-24 16:02:08,Edger,Team oNe eSports,top,0,5,0,9123,239.0,0.0
2018-02-24 16:02:08,4LaN,Team oNe eSports,jng,0,2,1,7456,131.0,0.5
2018-02-24 16:02:08,Marfz,Team oNe eSports,mid,0,2,1,9931,272.0,0.5
2018-02-24 16:02:08,Vitin,Team oNe eSports,bot,2,1,0,11173,295.0,2.0
2018-02-24 16:02:08,RedBert,Team oNe eSports,sup,0,1,2,6325,22.0,2.0
2018-02-24 16:02:08,,KaBuM! e-Sports,team,11,2,20,58832,,15.5
2018-02-24 16:02:08,,Team oNe eSports,team,2,11,4,44008,,0.55
2018-02-24 17:03:17,Edger,Team oNe eSports,top,2,7,1,8462,175.0,0.43
2018-02-24 17:03:17,4LaN,Team oNe eSports,jng,1,3,6,8342,132.0,2.33
2018-02-24 17:03:17,Marfz,Team oNe eSports,mid,2,3,4,9128,201.0,2.0
2018-02-24 17:03:17,Vitin,Team oNe eSports,bot,4,2,5,10758,214.0,4.5
2018-02-24 17:03:17,RedBert,Team oNe eSports,sup,1,5,7,6850,44.0,1.6
2018-02-24 17:03:17,Zantins,KaBuM! e-Sports,top,5,1,13,12887,230.0,18.0
2018-02-24 17:03:17,Ranger,KaBuM! e-Sports,jng,3,1,14,10580,141.0,17.0
2018-02-24 17:03:17,dyNquedo,KaBuM! e-Sports,mid,6,0,10,12174,228.0,inf
2018-02-24 17:03:17,TitaN,KaBuM! e-Sports,bot,5,4,7,11209,208.0,3.0
2018-02-24 17:03:17,Riyev,KaBuM! e-Sports,sup,1,4,11,7230,35.0,3.0
2018-02-24 17:03:17,,Team oNe eSports,team,10,20,23,43540,,1.65
2018-02-24 17:03:17,,KaBuM! e-Sports,team,20,10,55,54080,,7.5
2018-02-24 17:55:22,Yang,Vivo Keyd,top,0,1,3,14094,386.0,3.0
2018-02-24 17:55:22,Revolta,Vivo Keyd,jng,0,1,1,10378,191.0,1.0
2018-02-24 17:55:22,tockers,Vivo Keyd,mid,0,4,0,13801,375.0,0.0
2018-02-24 17:55:22,micaO,Vivo Keyd,bot,2,5,1,14081,374.0,0.6
2018-02-24 17:55:22,Jockster,Vivo Keyd,sup,1,6,1,8018,53.0,0.33
2018-02-24 17:55:22,Lep,RED Canids,top,2,1,11,13316,291.0,13.0
2018-02-24 17:55:22,Winged,RED Canids,jng,0,0,12,11509,189.0,inf
2018-02-24 17:55:22,Sky,RED Canids,mid,5,0,9,16180,356.0,inf
2018-02-24 17:55:22,Sacy,RED Canids,bot,7,0,10,17552,388.0,inf
2018-02-24 17:55:22,Cabu,RED Canids,sup,3,2,12,10380,71.0,7.5
2018-02-24 17:55:22,,Vivo Keyd,team,3,17,6,60372,,0.53
2018-02-24 17:55:22,,RED Canids,team,17,3,54,68937,,23.67
2018-02-24 19:06:08,Lep,RED Canids,top,4,1,5,17672,424.0,9.0
2018-02-24 19:06:08,Winged,RED Canids,jng,5,1,7,13549,214.0,12.0
2018-02-24 19:06:08,Sky,RED Canids,mid,2,0,10,17008,417.0,inf
2018-02-24 19:06:08,Sacy,RED Canids,bot,5,0,7,18018,391.0,inf
2018-02-24 19:06:08,Cabu,RED Canids,sup,0,0,10,9562,62.0,inf
2018-02-24 19:06:08,Yang,Vivo Keyd,top,1,2,0,16333,421.0,0.5
2018-02-24 19:06:08,Revolta,Vivo Keyd,jng,0,5,2,11179,196.0,0.4
2018-02-24 19:06:08,tockers,Vivo Keyd,mid,0,2,0,14874,408.0,0.0
2018-02-24 19:06:08,micaO,Vivo Keyd,bot,1,2,0,14610,385.0,0.5
2018-02-24 19:06:08,Jockster,Vivo Keyd,sup,0,5,1,8755,80.0,0.2
2018-02-24 19:06:08,,RED Canids,team,16,2,39,75809,,27.5
2018-02-24 19:06:08,,Vivo Keyd,team,2,16,3,65751,,0.31
2018-02-25 16:00:25,Ayel,INTZ,top,4,3,8,17179,348.0,4.0
2018-02-25 16:00:25,Shini,INTZ,jng,4,2,7,13744,200.0,5.5
2018-02-25 16:00:25,Envy,INTZ,mid,5,0,7,16369,338.0,inf
2018-02-25 16:00:25,Absolut,INTZ,bot,1,1,3,15596,361.0,4.0
2018-02-25 16:00:25,Zirigui,INTZ,sup,0,1,9,9198,58.0,9.0
2018-02-25 16:00:25,takeshi,paiN Gaming,top,3,2,1,15311,311.0,2.0
2018-02-25 16:00:25,Tay,paiN Gaming,jng,0,3,6,10709,183.0,2.0
2018-02-25 16:00:25,tinowns,paiN Gaming,mid,2,4,4,13042,313.0,1.5
2018-02-25 16:00:25,Matsukaze,paiN Gaming,bot,1,3,3,13670,347.0,1.33
2018-02-25 16:00:25,Loop,paiN Gaming,sup,1,2,4,8185,59.0,2.5
2018-02-25 16:00:25,,INTZ,team,14,7,34,72086,,6.86
2018-02-25 16:00:25,,paiN Gaming,team,7,14,18,60917,,1.79
2018-02-25 17:11:40,takeshi,paiN Gaming,top,0,0,6,12623,263.0,inf
2018-02-25 17:11:40,Tay,paiN Gaming,jng,1,0,7,12568,201.0,inf
2018-02-25 17:11:40,tinowns,paiN Gaming,mid,6,1,1,16304,345.0,7.0
2018-02-25 17:11:40,Matsukaze,paiN Gaming,bot,2,0,7,16385,334.0,inf
2018-02-25 17:11:40,Loop,paiN Gaming,sup,1,0,8,10342,79.0,inf
2018-02-25 17:11:40,Ayel,INTZ,top,0,1,1,12456,313.0,1.0
2018-02-25 17:11:40,Shini,INTZ,jng,0,2,1,9388,168.0,0.5
2018-02-25 17:11:40,Envy,INTZ,mid,1,1,0,15870,447.0,1.0
2018-02-25 17:11:40,Absolut,INTZ,bot,0,2,1,11440,297.0,0.5
2018-02-25 17:11:40,Zirigui,INTZ,sup,0,4,1,6861,52.0,0.25
2018-02-25 17:11:40,,paiN Gaming,team,10,1,29,68222,,39.0
2018-02-25 17:11:40,,INTZ,team,1,10,4,56015,,0.5
2018-02-25 18:11:01,Ayel,INTZ,top,3,2,6,13778,315.0,4.5
2018-02-25 18:11:01,Shini,INTZ,jng,1,1,8,11498,183.0,9.0
2018-02-25 18:11:01,Envy,INTZ,mid,6,2,2,12116,216.0,4.0
2018-02-25 18:11:01,Absolut,INTZ,bot,2,2,7,13452,308.0,4.5
2018-02-25 18:11:01,Zirigui,INTZ,sup,0,1,10,7715,44.0,10.0
2018-02-25 18:11:01,takeshi,paiN Gaming,top,1,2,3,14344,289.0,2.0
2018-02-25 18:11:01,Tay,paiN Gaming,jng,2,2,4,10290,168.0,3.0
2018-02-25 18:11:01,tinowns,paiN Gaming,mid,3,2,3,11991,251.0,3.0
2018-02-25 18:11:01,Matsukaze,paiN Gaming,bot,2,1,1,12728,299.0,3.0
2018-02-25 18:11:01,Loop,paiN Gaming,sup,0,5,2,7906,73.0,0.4
2018-02-25 18:11:01,,INTZ,team,12,8,33,58559,,5.62
2018-02-25 18:11:01,,paiN Gaming,team,8,12,13,57259,,1.75
2018-02-25 19:07:12,SkyBart,ProGaming Esports,top,3,1,2,18786,417.0,5.0
2018-02-25 19:07:12,Minerva,ProGaming Esports,jng,0,4,8,13276,189.0,2.0
2018-02-25 19:07:12,Goku,ProGaming Esports,mid,4,2,5,15377,281.0,4.5
2018-02-25 19:07:12,Luskka,ProGaming Esports,bot,5,1,5,18885,368.0,10.0
2018-02-25 19:07:12,Professor,ProGaming Esports,sup,0,1,9,11040,68.0,9.0
2018-02-25 19:07:12,Robo,CNB e-Sports Club,top,0,3,7,12287,296.0,2.33
2018-02-25 19:07:12,Yampi,CNB e-Sports Club,jng,0,3,5,11059,209.0,1.67
2018-02-25 19:07:12,Rakin,CNB e-Sports Club,mid,3,2,5,16491,412.0,4.0
2018-02-25 19:07:12,pbO,CNB e-Sports Club,bot,6,3,3,16312,370.0,3.0
2018-02-25 19:07:12,Baiano,CNB e-Sports Club,sup,0,1,9,8413,26.0,9.0
2018-02-25 19:07:12,,ProGaming Esports,team,12,9,29,77364,,4.56
2018-02-25 19:07:12,,CNB e-Sports Club,team,9,12,29,64562,,3.17
2018-02-25 20:24:51,Robo,CNB e-Sports Club,top,2,1,5,19160,438.0,7.0
2018-02-25 20:24:51,Yampi,CNB e-Sports Club,jng,0,2,7,14076,229.0,3.5
2018-02-25 20:24:51,Rakin,CNB e-Sports Club,mid,4,3,4,19504,440.0,2.67
2018-02-25 20:24:51,pbO,CNB e-Sports Club,bot,7,2,4,20428,412.0,5.5
2018-02-25 20:24:51,Baiano,CNB e-Sports Club,sup,0,1,10,12202,95.0,10.0
2018-02-25 20:24:51,SkyBart,ProGaming Esports,top,1,1,7,20555,453.0,8.0
2018-02-25 20:24:51,Minerva,ProGaming Esports,jng,1,3,5,10774,142.0,2.0
2018-02-25 20:24:51,Goku,ProGaming Esports,mid,3,3,2,16650,405.0,1.67
2018-02-25 20:24:51,Luskka,ProGaming Esports,bot,4,1,4,18829,464.0,8.0
2018-02-25 20:24:51,Professor,ProGaming Esports,sup,0,5,6,9654,62.0,1.2
2018-02-25 20:24:51,,CNB e-Sports Club,team,13,9,30,85370,,4.78
2018-02-25 20:24:51,,ProGaming Esports,team,9,13,24,76462,,2.54
2018-02-25 21:37:25,SkyBart,ProGaming Esports,top,2,2,3,14562,357.0,2.5
2018-02-25 21:37:25,Minerva,ProGaming Esports,jng,0,5,5,9792,148.0,1.0
2018-02-25 21:37:25,Goku,ProGaming Esports,mid,2,3,3,13955,344.0,1.67
2018-02-25 21:37:25,Luskka,ProGaming Esports,bot,2,2,2,15914,409.0,2.0
2018-02-25 21:37:25,Professor,ProGaming Esports,sup,0,4,3,8021,53.0,0.75
2018-02-25 21:37:25,Robo,CNB e-Sports Club,top,5,3,9,15917,298.0,4.67
2018-02-25 21:37:25,Yampi,CNB e-Sports Club,jng,1,2,12,12403,178.0,6.5
2018-02-25 21:37:25,Rakin,CNB e-Sports Club,mid,4,0,8,17791,391.0,inf
2018-02-25 21:37:25,pbO,CNB e-Sports Club,bot,6,1,5,17822,389.0,11.0
2018-02-25 21:37:25,Baiano,CNB e-Sports Club,sup,0,0,16,10659,68.0,inf
2018-02-25 21:37:25,,ProGaming Esports,team,6,16,16,62244,,1.38
2018-02-25 21:37:25,,CNB e-Sports Club,team,16,6,50,74592,,11.0
2018-03-03 16:07:17,Lep,RED Canids,top,1,6,8,22380,424.0,1.5
2018-03-03 16:07:17,Winged,RED Canids,jng,2,3,11,22852,388.0,4.33
2018-03-03 16:07:17,Sky,RED Canids,mid,7,2,5,30576,650.0,6.0
2018-03-03 16:07:17,Sacy,RED Canids,bot,4,2,10,27862,528.0,7.0
2018-03-03 16:07:17,Cabu,RED Canids,sup,1,6,10,16533,104.0,1.83
2018-03-03 16:07:17,Ayel,INTZ,top,3,2,9,26874,629.0,6.0
2018-03-03 16:07:17,Shini,INTZ,jng,1,5,13,18186,257.0,2.8
2018-03-03 16:07:17,Envy,INTZ,mid,2,4,12,19275,367.0,3.5
2018-03-03 16:07:17,Absolut,INTZ,bot,13,2,4,33666,754.0,8.5
2018-03-03 16:07:17,Zirigui,INTZ,sup,0,2,17,14659,31.0,8.5
2018-03-03 16:07:17,,RED Canids,team,15,19,44,120203,,3.11
2018-03-03 16:07:17,,INTZ,team,19,15,55,112660,,4.93
2018-03-03 17:43:28,Ayel,INTZ,top,1,2,9,15107,328.0,5.0
2018-03-03 17:43:28,Shini,INTZ,jng,1,3,13,12832,177.0,4.67
2018-03-03 17:43:28,Envy,INTZ,mid,4,0,10,15939,332.0,inf
2018-03-03 17:43:28,Absolut,INTZ,bot,8,1,7,17434,331.0,15.0
2018-03-03 17:43:28,Zirigui,INTZ,sup,1,5,10,9659,33.0,2.2
2018-03-03 17:43:28,Lep,RED Canids,top,2,4,4,12647,280.0,1.5
2018-03-03 17:43:28,Winged,RED Canids,jng,3,4,7,12446,202.0,2.5
2018-03-03 17:43:28,Sky,RED Canids,mid,4,0,2,16594,421.0,inf
2018-03-03 17:43:28,Sacy,RED Canids,bot,2,2,6,14886,353.0,4.0
2018-03-03 17:43:28,Cabu,RED Canids,sup,0,5,7,8321,57.0,1.4
2018-03-03 17:43:28,,INTZ,team,15,11,49,70971,,5.82
2018-03-03 17:43:28,,RED Canids,team,11,15,26,64894,,2.47
2018-03-03 18:41:54,Ayel,INTZ,top,1,5,4,11376,244.0,1.0
2018-03-03 18:41:54,Shini,INTZ,jng,3,3,3,10381,152.0,2.0
2018-03-03 18:41:54,Envy,INTZ,mid,2,3,1,12940,328.0,1.0
2018-03-03 18:41:54,Absolut,INTZ,bot,0,0,3,14386,392.0,inf
2018-03-03 18:41:54,Zirigui,INTZ,sup,0,4,3,6820,35.0,0.75
2018-03-03 18:41:54,Lep,RED Canids,top,2,3,9,14893,299.0,3.67
2018-03-03 18:41:54,Winged,RED Canids,jng,1,2,11,13109,211.0,6.0
2018-03-03 18:41:54,Sky,RED Canids,mid,3,0,9,15772,350.0,inf
2018-03-03 18:41:54,Sacy,RED Canids,bot,7,0,5,17406,342.0,inf
2018-03-03 18:41:54,Cabu,RED Canids,sup,2,1,9,10382,65.0,11.0
2018-03-03 18:41:54,,INTZ,team,6,15,14,55903,,1.33
2018-03-03 18:41:54,,RED Canids,team,15,6,43,71562,,9.67
2018-03-03 19:41:27,takeshi,paiN Gaming,top,0,1,12,18712,433.0,12.0
2018-03-03 19:41:27,Tay,paiN Gaming,jng,1,4,10,13115,182.0,2.75
2018-03-03 19:41:27,tinowns,paiN Gaming,mid,3,0,9,20019,480.0,inf
2018-03-03 19:41:27,Matsukaze,paiN Gaming,bot,9,0,3,22791,501.0,inf
2018-03-03 19:41:27,Loop,paiN Gaming,sup,0,1,10,11959,99.0,10.0
2018-03-03 19:41:27,SkyBart,ProGaming Esports,top,0,4,6,14834,326.0,1.5
2018-03-03 19:41:27,Minerva,ProGaming Esports,jng,0,5,6,12531,193.0,1.2
2018-03-03 19:41:27,Goku,ProGaming Esports,mid,2,2,4,18594,466.0,3.0
2018-03-03 19:41:27,Luskka,ProGaming Esports,bot,1,1,4,17889,429.0,5.0
2018-03-03 19:41:27,BocaJR,ProGaming Esports,sup,3,1,2,11071,45.0,5.0
2018-03-03 19:41:27,,paiN Gaming,team,13,6,44,86596,,9.5
2018-03-03 19:41:27,,ProGaming Esports,team,6,13,22,74919,,2.15
2018-03-03 21:03:48,SkyBart,ProGaming Esports,top,0,1,13,14519,311.0,13.0
